,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
0,Antonio Sivera,es ESP,GK,27-169,22.0,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
1,Andoni Gorosabel,es ESP,DF,27-176,22.0,21,1867.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.8,1.2,43.0,80.0,78.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Alaves,
2,Ander Guevara,es ESP,MF,26-204,21.0,21,1839.0,20.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.7,1.3,41.0,130.0,25.0,0.05,0.0,0.05,0.05,0.05,0.03,0.04,0.07,0.03,0.07,Matches,Alaves,
3,Luis Rioja,es ESP,"FW,MF",30-103,22.0,21,1741.0,19.3,4.0,3.0,7.0,1.0,3.0,3.0,3.0,0.0,4.6,2.3,2.9,5.2,55.0,55.0,129.0,0.21,0.16,0.36,0.05,0.21,0.24,0.15,0.39,0.12,0.27,Matches,Alaves,
4,Jon Guridi,es ESP,"MF,FW",28-333,21.0,20,1577.0,17.5,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,2.3,3.9,19.0,83.0,57.0,0.0,0.23,0.23,0.0,0.23,0.09,0.13,0.22,0.09,0.22,Matches,Alaves,
5,Antonio Blanco,es ESP,MF,23-188,20.0,16,1335.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.7,0.6,1.3,12.0,73.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,Alaves,
6,Rafa Marín,es ESP,DF,21-253,19.0,15,1357.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,7.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Alaves,
7,Abdel Abqar,ma MAR,DF,24-323,14.0,14,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.0,0.3,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Alaves,
8,Rubén Duarte,es ESP,DF,28-101,18.0,14,1174.0,13.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.6,0.6,1.1,1.7,11.0,47.0,27.0,0.15,0.0,0.15,0.15,0.15,0.05,0.08,0.13,0.05,0.13,Matches,Alaves,
9,Javi López,es ESP,"DF,MF",22-026,18.0,12,1261.0,14.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.3,2.7,40.0,56.0,67.0,0.0,0.21,0.21,0.0,0.21,0.02,0.17,0.19,0.02,0.19,Matches,Alaves,
10,Samuel Omorodion,es ESP,FW,19-267,20.0,11,1064.0,11.8,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,7.8,7.8,1.1,8.9,18.0,7.0,59.0,0.51,0.08,0.59,0.51,0.59,0.66,0.09,0.75,0.66,0.75,Matches,Alaves,
11,Aleksandar Sedlar,rs SRB,DF,32-045,11.0,11,946.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,6.0,26.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,Matches,Alaves,
12,Kiké,es ESP,FW,34-063,21.0,10,919.0,10.2,3.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,5.5,4.7,1.3,6.0,13.0,18.0,71.0,0.29,0.0,0.29,0.29,0.29,0.54,0.13,0.67,0.46,0.59,Matches,Alaves,
13,Alex Sola,es ESP,"FW,MF",24-232,17.0,7,666.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,25.0,19.0,51.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.27,0.13,0.27,Matches,Alaves,
14,Abderrahman Rebbach,dz ALG,"FW,MF",25-169,16.0,6,582.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.4,2.2,25.0,13.0,55.0,0.15,0.0,0.15,0.15,0.15,0.12,0.22,0.33,0.12,0.33,Matches,Alaves,
15,Ianis Hagi,ro ROU,"MF,FW",25-097,14.0,6,555.0,6.2,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.6,1.8,1.3,3.1,9.0,25.0,41.0,0.0,0.16,0.16,0.0,0.16,0.42,0.21,0.63,0.29,0.5,Matches,Alaves,
16,Carlos Benavídez,uy URU,MF,25-303,16.0,4,524.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,6.0,26.0,2.0,0.0,0.17,0.17,0.0,0.17,0.05,0.02,0.07,0.05,0.07,Matches,Alaves,
17,Nahuel Tenaglia,ar ARG,DF,27-340,13.0,4,401.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.5,5.0,8.0,7.0,0.22,0.0,0.22,0.22,0.22,0.1,0.02,0.12,0.1,0.12,Matches,Alaves,
18,Carlos Vicente,es ESP,"FW,MF",24-279,4.0,3,286.0,3.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,1.3,4.0,4.0,22.0,0.0,0.63,0.63,0.0,0.63,0.12,0.29,0.42,0.12,0.42,Matches,Alaves,
19,Xeber,es ESP,"FW,MF",26-215,9.0,3,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.0,5.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.32,0.12,0.32,Matches,Alaves,
20,Miguel,es ESP,"FW,MF",24-146,3.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,Alaves,
21,Giuliano Simeone,ar ARG,"FW,MF",21-040,3.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
22,Mamadou Sylla,sn SEN,"FW,MF",29-313,2.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
23,Jon Karrikaburu,es ESP,"MF,FW",21-130,2.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
24,Tomás Mendes,es ESP,MF,19-067,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
25,Unai Ropero,es ESP,MF,22-068,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
26,Victor Parada,es ESP,"FW,MF",21-298,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Alaves,
27,Selu Diallo,es ESP,MF,20-118,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
28,George Gagua,ge GEO,FW,22-109,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
29,Gaizka García,es ESP,GK,18-344,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
30,Joseda,es ESP,DF,23-005,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
31,Nikola Maraš,rs SRB,DF,28-039,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
32,Rubén Montero,es ESP,GK,18-152,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
33,Egoitz Muñoz,es ESP,DF,19-026,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
34,Eneko Ortiz,es ESP,MF,20-246,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
35,Jesús Owono,gq EQG,GK,22-332,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
36,Adrian Rodriguez,es ESP,GK,23-046,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
37,Ander Sánchez,es ESP,MF,20-003,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Alaves,
38,Squad Total,,,26.5,22.0,242,1980.0,22.0,19.0,15.0,34.0,16.0,3.0,5.0,49.0,1.0,28.7,24.8,19.0,43.8,350.0,747.0,743.0,0.86,0.68,1.55,0.73,1.41,1.31,0.86,2.17,1.13,1.99,,Alaves,
39,Opponent Total,,,28.1,22.0,242,1980.0,22.0,25.0,14.0,39.0,18.0,7.0,7.0,62.0,5.0,25.9,20.4,14.8,35.3,440.0,855.0,842.0,1.14,0.64,1.77,0.82,1.45,1.18,0.67,1.85,0.93,1.6,,Alaves,
0,Luís Maximiano,pt POR,GK,25-023,19.0,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Almeria,
1,Sergio Akieme,es ESP,DF,26-043,19.0,19,1675.0,18.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,2.2,3.3,27.0,28.0,72.0,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,Matches,Almeria,
2,Édgar González,es ESP,DF,26-302,18.0,18,1450.0,16.1,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,2.1,2.1,0.2,2.3,4.0,52.0,3.0,0.12,0.0,0.12,0.12,0.12,0.13,0.01,0.14,0.13,0.14,Matches,Almeria,
3,Juan Brandáriz,es ESP,DF,24-332,20.0,17,1566.0,17.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.4,1.5,9.0,45.0,4.0,0.0,0.06,0.06,0.0,0.06,0.0,0.08,0.09,0.0,0.09,Matches,Almeria,
4,Dion Lopy,sn SEN,MF,21-360,20.0,17,1453.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.7,1.5,22.0,72.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Almeria,
5,Adri Embarba,es ESP,"FW,MF",31-266,21.0,17,1365.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,2.5,4.0,60.0,33.0,98.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.26,0.1,0.26,Matches,Almeria,
6,Lucas Robertone,ar ARG,MF,26-316,18.0,17,1316.0,14.6,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.9,2.6,26.0,81.0,24.0,0.0,0.34,0.34,0.0,0.34,0.05,0.13,0.18,0.05,0.18,Matches,Almeria,
7,Sergio Arribas,es ESP,"MF,FW",22-120,22.0,16,1484.0,16.5,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,6.5,6.5,2.3,8.8,34.0,57.0,67.0,0.3,0.06,0.36,0.3,0.36,0.39,0.14,0.53,0.39,0.53,Matches,Almeria,
8,Léo Baptistão,br BRA,FW,31-155,18.0,13,1083.0,12.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,3.6,3.6,0.9,4.5,13.0,29.0,51.0,0.33,0.0,0.33,0.33,0.33,0.3,0.08,0.37,0.3,0.37,Matches,Almeria,
9,Largie Ramazani,be BEL,"FW,MF",22-335,21.0,12,1151.0,12.8,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,3.5,3.5,4.7,8.2,35.0,26.0,70.0,0.23,0.31,0.55,0.23,0.55,0.27,0.37,0.64,0.27,0.64,Matches,Almeria,
10,César Montes,mx MEX,DF,26-338,12.0,12,1046.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.5,6.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Almeria,
11,Iddrisu Baba,gh GHA,MF,28-006,17.0,10,969.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.6,1.3,1.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,Matches,Almeria,
12,Alejandro Pozo Pozo,es ESP,"DF,MF",24-340,16.0,8,819.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.6,0.7,16.0,41.0,55.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,Matches,Almeria,
13,Gonzalo Melero,es ESP,"MF,FW",30-026,18.0,8,789.0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.7,1.6,19.0,35.0,25.0,0.0,0.11,0.11,0.0,0.11,0.1,0.08,0.18,0.1,0.18,Matches,Almeria,
14,Luis Javier Suárez,co COL,"FW,MF",26-057,10.0,8,718.0,8.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,5.5,4.7,0.4,5.1,26.0,14.0,40.0,0.5,0.0,0.5,0.38,0.38,0.69,0.04,0.73,0.59,0.64,Matches,Almeria,
15,Pubill,es ESP,DF,20-222,8.0,7,555.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.5,14.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,Almeria,
16,Kaiky,br BRA,DF,20-016,8.0,5,523.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,4.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.04,0.0,0.04,0.04,0.04,Matches,Almeria,
17,Houboulang Mendes,gw GNB,DF,25-269,7.0,4,396.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Almeria,
18,Álex Centelles,es ESP,DF,26-081,4.0,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.18,0.01,0.18,Matches,Almeria,
19,Arnau Puigmal,es ESP,"FW,DF",23-018,11.0,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,4.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,Almeria,
20,Lázaro,br BRA,"FW,MF",21-322,14.0,2,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,5.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.45,0.28,0.45,Matches,Almeria,
21,Ibrahima Koné,ml MLI,FW,24-226,8.0,2,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.16,0.12,0.16,Matches,Almeria,
22,Fernando,es ESP,GK,33-232,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Almeria,
23,Marko Milovanović,rs SRB,FW,20-177,5.0,1,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,Almeria,
24,Srđan Babić,rs SRB,DF,27-281,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Almeria,
25,Diego Mariño,es ESP,GK,33-264,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Almeria,
26,Marciano Sanca,gw GNB,"FW,MF",19-331,6.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.17,0.06,0.17,Matches,Almeria,
27,Rachad Fettal,ma MAR,FW,19-012,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Almeria,
28,Luka Romero,ar ARG,FW,19-071,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Almeria,
29,Arvin Appiah,eng ENG,"FW,MF",23-023,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Almeria,
30,Gui Guedes,pt POR,MF,21-286,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Almeria,
31,Bruno Iribarne,es ESP,GK,19-163,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Almeria,
32,Marcos Peña,es ESP,MF,19-006,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Almeria,
33,Aleksandar Radovanović,rs SRB,DF,30-078,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Almeria,
34,Paco Sanz,es ESP,DF,19-074,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Almeria,
35,Martin Šviderský,sk SVK,MF,21-116,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Almeria,
36,Squad Total,,,25.8,22.0,242,1980.0,22.0,21.0,12.0,33.0,20.0,1.0,1.0,52.0,1.0,28.8,28.0,20.8,48.7,342.0,669.0,654.0,0.95,0.55,1.5,0.91,1.45,1.31,0.94,2.25,1.27,2.22,,Almeria,
37,Opponent Total,,,27.6,22.0,242,1980.0,22.0,49.0,32.0,81.0,43.0,6.0,8.0,40.0,3.0,38.1,31.9,26.3,58.2,429.0,909.0,898.0,2.23,1.45,3.68,1.95,3.41,1.73,1.2,2.93,1.45,2.65,,Almeria,
0,Unai Simón,es ESP,GK,26-230,,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic-Club,21.0
1,Daniel Vivian,es ESP,DF,24-196,,21,1867.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,1.1,14.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Athletic-Club,21.0
2,Gorka Guruzeta,es ESP,FW,27-137,,20,1451.0,16.1,8.0,1.0,9.0,8.0,0.0,1.0,2.0,0.0,8.4,7.6,1.1,8.7,8.0,33.0,64.0,0.5,0.06,0.56,0.5,0.56,0.52,0.07,0.59,0.47,0.54,Matches,Athletic-Club,21.0
3,Aitor Paredes,es ESP,DF,23-273,,19,1695.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.1,1.1,4.0,57.0,0.0,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.06,0.05,0.06,Matches,Athletic-Club,21.0
4,Iñaki Williams,gh GHA,FW,29-226,,18,1562.0,17.4,8.0,3.0,11.0,8.0,0.0,0.0,3.0,0.0,5.8,5.8,5.0,10.7,71.0,39.0,180.0,0.46,0.17,0.63,0.46,0.63,0.33,0.29,0.62,0.33,0.62,Matches,Athletic-Club,18.0
5,Oihan Sancet,es ESP,MF,23-277,,18,1404.0,15.6,3.0,4.0,7.0,3.0,0.0,1.0,2.0,2.0,4.8,4.0,3.7,7.7,60.0,91.0,106.0,0.19,0.26,0.45,0.19,0.45,0.31,0.23,0.54,0.26,0.49,Matches,Athletic-Club,19.0
6,Nico Williams,es ESP,FW,21-199,,18,1397.0,15.5,3.0,5.0,8.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,3.7,7.8,86.0,36.0,175.0,0.19,0.32,0.52,0.19,0.52,0.26,0.24,0.5,0.26,0.5,Matches,Athletic-Club,18.0
7,Iñigo Ruiz de Galarreta,es ESP,MF,30-174,,15,1240.0,13.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.8,1.0,14.0,94.0,20.0,0.07,0.07,0.15,0.07,0.15,0.02,0.06,0.08,0.02,0.08,Matches,Athletic-Club,16.0
8,Óscar de Marcos,es ESP,DF,34-288,,14,1162.0,12.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,2.2,2.8,31.0,83.0,59.0,0.08,0.23,0.31,0.08,0.31,0.04,0.17,0.22,0.04,0.22,Matches,Athletic-Club,14.0
9,Iñigo Lekue,es ESP,DF,30-268,,13,1250.0,13.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.9,1.0,31.0,77.0,25.0,0.0,0.14,0.14,0.0,0.14,0.01,0.06,0.08,0.01,0.08,Matches,Athletic-Club,16.0
10,Yuri Berchiche,es ESP,DF,33-351,,12,1072.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.3,0.9,1.2,16.0,79.0,40.0,0.08,0.08,0.17,0.08,0.17,0.04,0.08,0.11,0.02,0.1,Matches,Athletic-Club,15.0
11,Mikel Vesga,es ESP,MF,30-251,,12,1050.0,11.7,3.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,2.5,1.0,1.1,2.1,7.0,59.0,15.0,0.26,0.09,0.34,0.09,0.17,0.22,0.1,0.31,0.08,0.18,Matches,Athletic-Club,15.0
12,Ander Herrera,es ESP,MF,34-166,,7,650.0,7.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.9,1.2,4.0,48.0,10.0,0.0,0.28,0.28,0.0,0.28,0.04,0.12,0.17,0.04,0.17,Matches,Athletic-Club,14.0
13,Álex Berenguer,es ESP,FW,28-207,,6,747.0,8.3,4.0,1.0,5.0,3.0,1.0,1.0,2.0,0.0,4.0,3.2,2.3,5.5,32.0,13.0,79.0,0.48,0.12,0.6,0.36,0.48,0.48,0.27,0.76,0.39,0.66,Matches,Athletic-Club,20.0
14,Beñat Prados,es ESP,"MF,DF",22-353,,4,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,8.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches,Athletic-Club,13.0
15,Dani García,es ESP,MF,33-248,,4,403.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.0,0.7,2.0,20.0,2.0,0.22,0.0,0.22,0.22,0.22,0.15,0.0,0.15,0.15,0.15,Matches,Athletic-Club,10.0
16,Iker Muniain,es ESP,"MF,FW",31-039,,3,327.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,10.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.34,0.29,0.34,Matches,Athletic-Club,12.0
17,Imanol,es ESP,DF,23-233,,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,7.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Athletic-Club,4.0
18,Yeray Álvarez,es ESP,DF,29-003,,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,Athletic-Club,5.0
19,Unai Gómez,es ESP,"MF,FW",20-247,,1,215.0,2.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.0,1.2,10.0,8.0,9.0,0.84,0.0,0.84,0.84,0.84,0.47,0.01,0.48,0.47,0.48,Matches,Athletic-Club,13.0
20,Asier Villalibre,es ESP,FW,26-119,,0,210.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.9,1.6,6.0,6.0,16.0,0.43,0.43,0.86,0.43,0.86,0.34,0.37,0.71,0.34,0.71,Matches,Athletic-Club,10.0
21,Raúl García,es ESP,"FW,MF",37-200,,0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Athletic-Club,9.0
22,Adu Ares,es ESP,FW,22-107,,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic-Club,5.0
